SKU,Nome,Breve descrizione,Lingua,Gruppo di traduzione,Meta: misure_prodotto,Meta: _misure_prodotto,Meta: misure_modello,Meta: _misure_modello,Meta: featured_product,Meta: _featured_product,Meta: costum_shop_image,Meta: _costum_shop_image,Meta: composizione,Meta: _composizione,Meta: _max_variation_sale_price,Meta: _min_variation_sale_price,Meta: _max_variation_regular_price,Meta: _min_variation_regular_price,Meta: _max_variation_price,Meta: _min_variation_price,Meta: _yoast_wpseo_primary_product_cat,Meta: _yoast_wpseo_estimated-reading-time-minutes,Meta: _yoast_wpseo_wordproof_timestamp,Meta: _ebay_watch_count,Meta: _ebay_title,Meta: _ebay_subtitle,Meta: _ebay_ebayplus_enabled,Meta: _ebay_payment_instructions,Meta: _ebay_condition_id,Meta: _ebay_condition_description,Meta: _ebay_professional_grader,Meta: _ebay_grade,Meta: _ebay_certification_number,Meta: _ebay_listing_duration,Meta: _ebay_auction_type,Meta: _ebay_start_price,Meta: _ebay_reserve_price,Meta: _ebay_buynow_price,Meta: _ebay_upc,Meta: _ebay_ean,Meta: _ebay_isbn,Meta: _ebay_mpn,Meta: _ebay_brand,Meta: _ebay_epid,Meta: _ebay_hide_from_unlisted,Meta: _ebay_category_1_id,Meta: _ebay_category_2_id,Meta: _ebay_store_category_1_id,Meta: _ebay_store_category_2_id,Meta: _ebay_gallery_image_url,Meta: _ebay_seller_payment_profile_id,Meta: _ebay_seller_return_profile_id,Meta: _ebay_bestoffer_enabled,Meta: _ebay_bo_autoaccept_price,Meta: _ebay_bo_minimum_price,Meta: _ebay_autopay,Meta: _wc_facebook_sync_enabled,Meta: fb_visibility,Meta: fb_product_description,Meta: _wc_facebook_product_image_source,Meta: _wc_facebook_commerce_enabled,Meta: _yoast_wpseo_primary_fb_product_set,Meta: _wp_old_date,Meta: _yoast_wpseo_meta-robots-noindex,Meta: _yoast_wpseo_meta-robots-nofollow,Meta: _ebay_gpsr_enabled,Meta: _ebay_gpsr_repair_score,Meta: _ebay_gpsr_energy_efficiency_image,Meta: _ebay_gpsr_energy_efficiency_image_eps,Meta: _ebay_gpsr_energy_efficiency_label_description,Meta: _ebay_gpsr_energy_efficiency_sheet_image,Meta: _ebay_gpsr_energy_efficiency_sheet_image_eps,Meta: _ebay_gpsr_hazmat_component,Meta: _ebay_gpsr_manufacturer,Meta: _ebay_gpsr_product_safety_component,Meta: _ebay_gpsr_manufacturer_street1,Meta: _ebay_gpsr_manufacturer_street2,Meta: _ebay_gpsr_manufacturer_city,Meta: _ebay_gpsr_manufacturer_state,Meta: _ebay_gpsr_manufacturer_postcode,Meta: _ebay_gpsr_manufacturer_country,Meta: _ebay_gpsr_manufacturer_company,Meta: _ebay_gpsr_manufacturer_phone,Meta: fb_product_image,Meta: fb_product_price,Meta: _ebay_is_disabled
2738,Riffblast Poster Miu Miu,"Poster with artwork print by Riffblast. A3 format, high-quality print, 234g weight with a matte finish.",it,,A3,field_65778f7066bd9,,,,,,,Letter,field_664b3a442440b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739,Riffblast Poster Dolce E Gabbana,"Poster with artwork print by Riffblast. A3 format, high-quality print, 234g weight with a matte finish.",it,,A3,field_65778f7066bd9,,field_65778fe4a5e29,,,,field_65d8aae32342a,Letter,field_664b3a442440b,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,yes,yes,,product,no,,,,,,,,,,,,,,,,,,,,,,,,,
2740,Riffblast Poster Adventure Time,"Poster with artwork print by Riffblast. A3 format, high-quality print, 234g weight with a matte finish.",it,,A3,field_65778f7066bd9,,field_65778fe4a5e29,,,,field_65d8aae32342a,Letter,field_664b3a442440b,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,yes,yes,,product,no,,,,,,,,,,,,,,,,,,,,,,,,,
2741,Riffblast Poster Bricoman,"Poster with artwork print by Riffblast. A3 format, high-quality print, 234g weight with a matte finish.",it,,A3,field_65778f7066bd9,,,,,,,Letter,field_664b3a442440b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742,Riffblast Poster Goosebumps,"Poster with artwork print by Riffblast. A3 format, high-quality print, 234g weight with a matte finish.",it,,A3,field_65778f7066bd9,,,,,,,Letter,field_664b3a442440b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743,Riffblast Poster Fendi,"Poster with artwork print by Riffblast. A3 format, high-quality print, 234g weight with a matte finish.",it,,A3,field_65778f7066bd9,,,,,,,Letter,field_664b3a442440b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2744,Riffblast Poster Post Malone,"Poster with artwork print by Riffblast. A3 format, high-quality print, 234g weight with a matte finish.",it,,A3,field_65778f7066bd9,,field_65778fe4a5e29,,,,field_65d8aae32342a,Letter,field_664b3a442440b,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,yes,yes,,product,no,,,,,,,,,,,,,,,,,,,,,,,,,
2745,Riffblast Poster Pantera Gucci,"Poster with artwork print by Riffblast. A3 format, high-quality print, 234g weight with a matte finish.",it,,A3,field_65778f7066bd9,,field_65778fe4a5e29,,,,field_65d8aae32342a,Letter,field_664b3a442440b,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,yes,yes,,product,no,,,,,,,,,,,,,,,,,,,,,,,,,
2746,Riffblast Poster Playboy,"Poster with artwork print by Riffblast. A3 format, high-quality print, 234g weight with a matte finish.",it,,A3,field_65778f7066bd9,,,,,,,Letter,field_664b3a442440b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747,Riffblast Poster Gucci Sailor,"Poster with artwork print by Riffblast. A3 format, high-quality print, 234g weight with a matte finish.",it,,A3,field_65778f7066bd9,,field_65778fe4a5e29,,,,field_65d8aae32342a,Letter,field_664b3a442440b,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,yes,yes,,product,no,,,,,,,,,,,,,,,,,,,,,,,,,
2748,Riffblast Poster Gucci,"Poster with artwork print by Riffblast. A3 format, high-quality print, 234g weight with a matte finish.",it,,A3,field_65778f7066bd9,,,,,,,Letter,field_664b3a442440b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749,Riffblast Poster Gucci,"Poster with artwork print by Riffblast. A3 format, high-quality print, 234g weight with a matte finish.",it,,A3,field_65778f7066bd9,,,,,,,Letter,field_664b3a442440b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750,Riffblast Poster Coccolino,"Poster with artwork print by Riffblast. A3 format, high-quality print, 234g weight with a matte finish.",it,,A3,field_65778f7066bd9,,,,,,,Letter,field_664b3a442440b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751,Riffblast Poster Prada,"Poster with artwork print by Riffblast. A3 format, high-quality print, 234g weight with a matte finish.",it,,A3,field_65778f7066bd9,,,,,,,Letter,field_664b3a442440b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752,Riffblast Poster GCDS,"Poster with artwork print by Riffblast. A3 format, high-quality print, 234g weight with a matte finish.",it,,A3,field_65778f7066bd9,,,,,,,Letter,field_664b3a442440b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2753,Riffblast Poster Pokemon,"Poster with artwork print by Riffblast. A3 format, high-quality print, 234g weight with a matte finish.",it,,A3,field_65778f7066bd9,,,,,,,Letter,field_664b3a442440b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754,Riffblast Poster Griffin,"Poster with artwork print by Riffblast. A3 format, high-quality print, 234g weight with a matte finish.",it,,A3,field_65778f7066bd9,,field_65778fe4a5e29,,,,field_65d8aae32342a,Letter,field_664b3a442440b,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,yes,yes,,product,no,,,,,,,,,,,,,,,,,,,,,,,,,
2755,Riffblast Poster Vans,"Poster with artwork print by Riffblast. A3 format, high-quality print, 234g weight with a matte finish.",it,,A3,field_65778f7066bd9,,,,,,,Letter,field_664b3a442440b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2756,Riffblast Poster Hotel Transylvania,"Poster with artwork print by Riffblast. A3 format, high-quality print, 234g weight with a matte finish.",it,,A3,field_65778f7066bd9,,,,,,,Letter,field_664b3a442440b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2757,Riffblast Poster Fonzies,"Poster with artwork print by Riffblast. A3 format, high-quality print, 234g weight with a matte finish.",it,,A3,field_65778f7066bd9,,,,,,,Letter,field_664b3a442440b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2758,Riffblast Poster Peter Griffin,"Poster with artwork print by Riffblast. A3 format, high-quality print, 234g weight with a matte finish.",it,,A3,field_65778f7066bd9,,,,,,,Letter,field_664b3a442440b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2759,Riffblast Poster Griffin,"Poster with artwork print by Riffblast. A3 format, high-quality print, 234g weight with a matte finish.",it,,A3,field_65778f7066bd9,,,,,,,Letter,field_664b3a442440b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2760,Riffblast Poster Kaws,"Poster with artwork print by Riffblast. A3 format, high-quality print, 234g weight with a matte finish.",it,,A3,field_65778f7066bd9,,,,,,,Letter,field_664b3a442440b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2761,Riffblast Poster Jeezus,"Poster with artwork print by Riffblast. A3 format, high-quality print, 234g weight with a matte finish.",it,,A3,field_65778f7066bd9,,,,,,,Letter,field_664b3a442440b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2762,Riffblast Poster Dunkin'Donuts,"Poster with artwork print by Riffblast. A3 format, high-quality print, 234g weight with a matte finish.",it,,A3,field_65778f7066bd9,,,,,,,Letter,field_664b3a442440b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2763,Riffblast Poster Dior,"Poster with artwork print by Riffblast. A3 format, high-quality print, 234g weight with a matte finish.",it,,A3,field_65778f7066bd9,,,,,,,Letter,field_664b3a442440b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2764,Riffblast Poster Street Fighter II,"Poster with artwork print by Riffblast. A3 format, high-quality print, 234g weight with a matte finish.",it,,A3,field_65778f7066bd9,,,,,,,Letter,field_664b3a442440b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2765,Riffblast Poster Rick & Morty,"Poster with artwork print by Riffblast. A3 format, high-quality print, 234g weight with a matte finish.",it,,A3,field_65778f7066bd9,,,,,,,Letter,field_664b3a442440b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2766,Riffblast Poster Gatorade,"Poster with artwork print by Riffblast. A3 format, high-quality print, 234g weight with a matte finish.",it,,A3,field_65778f7066bd9,,,,,,,Letter,field_664b3a442440b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2767,Riffblast Poster MasterChef,"Poster with artwork print by Riffblast. A3 format, high-quality print, 234g weight with a matte finish.",it,,A3,field_65778f7066bd9,,,,,,,Letter,field_664b3a442440b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2768,Riffblast Poster VapoRub,"Poster with artwork print by Riffblast. A3 format, high-quality print, 234g weight with a matte finish.",it,,A3,field_65778f7066bd9,,,,,,,Letter,field_664b3a442440b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2769,Riffblast Poster Simpson,"Poster with artwork print by Riffblast. A3 format, high-quality print, 234g weight with a matte finish.",it,,A3,field_65778f7066bd9,,,,,,,Letter,field_664b3a442440b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2770,Riffblast Poster Simpson,"Poster with artwork print by Riffblast. A3 format, high-quality print, 234g weight with a matte finish.",it,,A3,field_65778f7066bd9,,,,,,,Letter,field_664b3a442440b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2771,Riffblast Poster Homer Simpson,"Poster with artwork print by Riffblast. A3 format, high-quality print, 234g weight with a matte finish.",it,,A3,field_65778f7066bd9,,,,,,,Letter,field_664b3a442440b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772,Riffblast Poster Thrasher,"Poster with artwork print by Riffblast. A3 format, high-quality print, 234g weight with a matte finish.",it,,A3,field_65778f7066bd9,,,,,,,Letter,field_664b3a442440b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2700,Riffblast Quadretto With Frame Thrasher,Artwork By Riffblast with a plastic frame. It can be hung or placed vertically. Print on glossy photographic paper of 280 g.,it,,10.5x15.5 cm,field_65778f7066bd9,,,,,,,Plastic and Photographic Paper,field_664b3a442440b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701,Riffblast Quadretto With Frame Comme Des Garcons,Artwork By Riffblast with a plastic frame. It can be hung or placed vertically. Print on glossy photographic paper of 280 g.,it,,10.5x15.5 cm,field_65778f7066bd9,,,,,,,Plastic and Photographic Paper,field_664b3a442440b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702,Riffblast Quadretto With Frame Domino's Pizza,Artwork By Riffblast with a plastic frame. It can be hung or placed vertically. Print on glossy photographic paper of 280 g.,it,,10.5x15.5 cm,field_65778f7066bd9,,,,,,,Plastic and Photographic Paper,field_664b3a442440b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703,Riffblast Quadretto With Frame Louis Vuitton,Artwork By Riffblast with a plastic frame. It can be hung or placed vertically. Print on glossy photographic paper of 280 g.,it,,10.5x15.5 cm,field_65778f7066bd9,,,,,,,Plastic and Photographic Paper,field_664b3a442440b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704,Riffblast Quadretto With Frame Mac Miller,Artwork By Riffblast with a plastic frame. It can be hung or placed vertically. Print on glossy photographic paper of 280 g.,it,,10.5x15.5 cm,field_65778f7066bd9,,,,,,,Plastic and Photographic Paper,field_664b3a442440b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705,Riffblast Quadretto With Frame LV,Artwork By Riffblast with a plastic frame. It can be hung or placed vertically. Print on glossy photographic paper of 280 g.,it,,10.5x15.5 cm,field_65778f7066bd9,,,,,,,Plastic and Photographic Paper,field_664b3a442440b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706,Riffblast Quadretto With Frame Gucci Tag,Artwork By Riffblast with a plastic frame. It can be hung or placed vertically. Print on glossy photographic paper of 280 g.,it,,10.5x15.5 cm,field_65778f7066bd9,,,,,,,Plastic and Photographic Paper,field_664b3a442440b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707,Riffblast Quadretto With Frame Alice,Artwork By Riffblast with a plastic frame. It can be hung or placed vertically. Print on glossy photographic paper of 280 g.,it,,10.5x15.5 cm,field_65778f7066bd9,,,,,,,Plastic and Photographic Paper,field_664b3a442440b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708,Riffblast Quadretto With Frame YSL,Artwork By Riffblast with a plastic frame. It can be hung or placed vertically. Print on glossy photographic paper of 280 g.,it,,13.5x18.5 cm,field_65778f7066bd9,,,,,,,Plastic and Photographic Paper,field_664b3a442440b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709,Riffblast Quadretto With Frame Balenciaga Gucci,Artwork By Riffblast with a plastic frame. It can be hung or placed vertically. Print on glossy photographic paper of 280 g.,it,,13.5x18.5 cm,field_65778f7066bd9,,,,,,,Plastic and Photographic Paper,field_664b3a442440b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710,Riffblast Quadretto With Coccolino Frame,Artwork By Riffblast with a plastic frame. It can be hung or placed vertically. Print on glossy photographic paper of 280 g.,it,,13.5x18.5 cm,field_65778f7066bd9,,,,,,,Plastic and Photographic Paper,field_664b3a442440b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711,Riffblast Quadretto With Heineken Frame,Artwork By Riffblast with a plastic frame. It can be hung or placed vertically. Print on glossy photographic paper of 280 g.,it,,13.5x18.5 cm,field_65778f7066bd9,,,,,,,Plastic and Photographic Paper,field_664b3a442440b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712,Riffblast Quadretto With Frame Gucci,Artwork By Riffblast with a plastic frame. It can be hung or placed vertically. Print on glossy photographic paper of 280 g.,it,,13.5x18.5 cm,field_65778f7066bd9,,,,,,,Plastic and Photographic Paper,field_664b3a442440b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713,Riffblast Quadretto With Frame Gucci Topolino,Artwork By Riffblast with a plastic frame. It can be hung or placed vertically. Print on glossy photographic paper of 280 g.,it,,13.5x18.5 cm,field_65778f7066bd9,,,,,,,Plastic and Photographic Paper,field_664b3a442440b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714,Riffblast Quadretto With Frame Jacquemus,Artwork By Riffblast with a plastic frame. It can be hung or placed vertically. Print on glossy photographic paper of 280 g.,it,,13.5x18.5 cm,field_65778f7066bd9,,,,,,,Plastic and Photographic Paper,field_664b3a442440b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715,Riffblast Quadretto With Frame Gucci,Artwork By Riffblast with a plastic frame. It can be hung or placed vertically. Print on glossy photographic paper of 280 g.,it,,13.5x18.5 cm,field_65778f7066bd9,,,,,,,Plastic and Photographic Paper,field_664b3a442440b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716,Riffblast Quadretto With Frame A Little Bit Of Pussy,Artwork By Riffblast with a plastic frame. It can be hung or placed vertically. Print on glossy photographic paper of 280 g.,it,,13.5x18.5 cm,field_65778f7066bd9,,,,,,,Plastic and Photographic Paper,field_664b3a442440b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717,Riffblast Quadretto With Frame Ikea,Artwork By Riffblast with a plastic frame. It can be hung or placed vertically. Print on glossy photographic paper of 280 g.,it,,13.5x18.5 cm,field_65778f7066bd9,,,,,,,Plastic and Photographic Paper,field_664b3a442440b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2718,Riffblast Quadretto With Frame Santa Pazienza,Artwork By Riffblast with a plastic frame. It can be hung or placed vertically. Print on glossy photographic paper of 280 g.,it,,13.5x18.5 cm,field_65778f7066bd9,,,,,,,Plastic and Photographic Paper,field_664b3a442440b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B100,Marco Bologna Denim Jacket,Marco Bologna denim jacket with rhinestone details and fringes.,it,,,,,,,,,,100% Cotton,field_664b3a442440b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B101,Cottoncitizen Complete Denim,"Complete denim by Cottoncitizen consisting of a jacket, shirt, and high-waisted denim with a marbled effect in shades of chocolate.",it,,,field_65778f7066bd9,,field_65778fe4a5e29,,,,field_65d8aae32342a,100% Cotton,field_664b3a442440b,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,yes,yes,,product,no,,,,,,,,,,,,,,,,,,,,,,,,,
B102,Chiara Biasi x 7 For All Mankind Denim Jacket,"Denim jacket shirt by Chiara Biasi x 7 For All Mankind with a branded snap button, removable belt, and removable cuff detail.",it,,,,,,,,,,100% Cotton,field_664b3a442440b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B103,3x1 Biker In Denim,"Biker in denim by 3x1, full central zip, slightly padded shoulder, side pockets with zip closure. Medium light wash on gray.",it,,,,,,,,,,100% Cotton,field_664b3a442440b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B104,Levi's Jeans,"Levi's jeans with adjustable side chain via carabiner, frayed background. Model 501.",it,,,,,,,,,,100% Cotton,field_664b3a442440b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B105,Amili Sindlev & Bettina Vermillon Blue Boots,"Blue leather boots by Amili Sindlev & Bettina Vermillon, with a rubber army green sole.",it,,,field_65778f7066bd9,,field_65778fe4a5e29,,,,field_65d8aae32342a,100% Leather,field_664b3a442440b,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,yes,yes,,product,no,,,,,,,,,,,,,,,,,,,,,,,,,
B106,Emanuelle Vee Tronchetti,"Leather ankle boots by Emanuelle Vee, color block in leather and cream with contrasting printed python inserts, internal zip, stiletto heel.",it,,,field_65778f7066bd9,,field_65778fe4a5e29,,,,field_65d8aae32342a,100% Leather,field_664b3a442440b,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,yes,yes,,product,no,,,,,,,,,,,,,,,,,,,,,,,,,
B107,3 June Pointed Silver Décolleté,Pointed décolleté with ankle strap by 3Juin in leather.,it,,,field_65778f7066bd9,,field_65778fe4a5e29,,,,field_65d8aae32342a,100% Leather,field_664b3a442440b,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,yes,yes,,product,no,,,,,,,,,,,,,,,,,,,,,,,,,
B108,Jia De Lara Décolleté,Jia De Lara décolleté in blue leather with contrasting python detail. Heel 10 cm.,it,,,field_65778f7066bd9,,field_65778fe4a5e29,,,,field_65d8aae32342a,100% Leather,field_664b3a442440b,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,yes,yes,,product,no,,,,,,,,,,,,,,,,,,,,,,,,,
B109,Mascia Mandolesi Suede Décolleté,Electric blue suede décolleté by Mascia Mandolesi. Heel 10 cm.,it,,,field_65778f7066bd9,,field_65778fe4a5e29,,,,field_65d8aae32342a,100% Leather,field_664b3a442440b,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,yes,yes,,product,no,,,,,,,,,,,,,,,,,,,,,,,,,
B110,Bruno Bordese Boots,"Bruno Bordese boots in nubuck and leather, 8 cm square heel.",it,,,field_65778f7066bd9,,field_65778fe4a5e29,,,,field_65d8aae32342a,100% Leather,field_664b3a442440b,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,yes,yes,,product,no,,,,,,,,,,,,,,,,,,,,,,,,,
B111,WRSTBHVR Gray Hoodie,Gray mélange tracksuit by WRSTBHVR consisting of a cropped sweatshirt and straight pants with an elastic waistband. Patch on the back of the sweatshirt and on the side of the pants.,it,,,field_65778f7066bd9,,field_65778fe4a5e29,,,,field_65d8aae32342a,70% Cotton 30% Polyester,field_664b3a442440b,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,yes,yes,,product,no,,,,,,,,,,,,,,,,,,,,,,,,,
B112,Homiès Gray Hoodie,Gray melange tracksuit by Homiès consisting of a sweatshirt with a half zip and high collar and pants with elastic at the bottom and at the waist.,it,,,,,,,,,,100% Cotton,field_664b3a442440b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B118,GENTLESHRIMP Black Sweatshirt,"Black hoodie, tone-on-tone writing on the front and contrasting on the back.",it,,,,,,,,,,100% Cotton,field_664b3a442440b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B119,Twicetonice Pants,"Technical pants by Twicetonice, acid green, elastic waistband and drawstring at the bottom.",it,,,,,,,,,,92% Nylon 8% Spandex,field_664b3a442440b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
